Course_Name,Company_Offering,Skills_Gained,Ratings,Number_of_Ratings,Course_Link
C++ Programming for Unreal Game Development,University of Colorado System,"Computer Programming, C Programming Language Family, Computer Programming Tools, Programming Principles",4.5,171,https://www.coursera.org/specializations/cplusplusunrealgamedevelopment
Visual Elements of User Interface Design,California Institute of the Arts,"Design and Product, Human Computer Interaction, Interactive Design, User Experience, User Experience Design, Visual Design, Visualization (Computer Graphics), Web Design",4.7,9000,https://www.coursera.org/learn/visual-elements-user-interface-design
Expressway to Data Science: Python Programming,University of Colorado Boulder,"Python Programming, Computer Programming, Programming Principles, Computer Programming Tools, Computational Thinking, Problem Solving, Data Science, Data Visualization, Software Engineering",4.7,143,https://www.coursera.org/specializations/python-programming-data-science
Foundations of Telehealth,Johns Hopkins University,,4.6,28,https://www.coursera.org/learn/telehealth
Introduction to Financial Accounting: The Accounting Cycle,"University of California, Irvine","Accounting, Financial Accounting, Accounts Payable and Receivable, General Accounting, Finance, Generally Accepted Accounting Principles (GAAP), Microsoft Excel, Spreadsheet Software, Corporate Accouting, Financial Management, Business Analysis",4.7,544,https://www.coursera.org/specializations/accounting
Introduction to Scrum Master Training,LearnQuest,"Agile Software Development, Collaboration, Leadership and Management, Planning, Product Development, Product Lifecycle, Product Management, Project Management, Scrum (Software Development), Business Communication, Software Engineering",4.7,8000,https://www.coursera.org/learn/introduction-to-certified-scrum-master
Art for Games,Michigan State University,"Computer Graphics, Computer Graphic Techniques, Geometry, Visual Design, Graphics Software",4.5,337,https://www.coursera.org/specializations/art-for-games
"Federal Taxation I: Individuals, Employees, and Sole Proprietors",University of Illinois at Urbana-Champaign,"Accounting, Taxes, Critical Thinking, Finance, Financial Accounting, General Accounting, Problem Solving, Regulations and Compliance, Generally Accepted Accounting Principles (GAAP), Benefits",4.9,618,https://www.coursera.org/learn/federal-taxation-individuals
Probabilistic Graphical Models 1: Representation,Stanford University,"Bayesian Network, Probability & Statistics, Probability Distribution, General Statistics, Graph Theory, Bayesian Statistics, Correlation And Dependence, Markov Model, Network Model, Decision Making",4.6,4000,https://www.coursera.org/learn/probabilistic-graphical-models
"Penetration Testing, Incident Response and Forensics",IBM,"Security Strategy, Computer Security Incident Management, Python Programming, Computer Programming",4.6,2000,https://www.coursera.org/learn/ibm-penetration-testing-incident-response-forensics
Meta Social Media Marketing Capstone,Meta,"Advertising, Communication, Marketing, Social Media",4.8,553,https://www.coursera.org/learn/facebook-social-media-marketing-capstone
Modeling Risk and Realities,University of Pennsylvania,"Business Analysis, Data Analysis, General Statistics, Probability & Statistics, Risk Management, Statistical Tests, Data Model, Probability Distribution, Spreadsheet Software, Statistical Analysis",4.6,2000,https://www.coursera.org/learn/wharton-risk-models
Introduction to Large Language Models,Google Cloud,Machine Learning,4.4,334,https://www.coursera.org/learn/introduction-to-large-language-models
Introduction to Comparative Indo-European Linguistics,Universiteit Leiden,,4.5,69,https://www.coursera.org/learn/comparative-indo-european-linguistics
Understanding Basic SQL Syntax,Coursera Project Network,SQL,4.7,115,https://www.coursera.org/projects/basic-sql-syntax
RF and millimeter-Wave Circuit Design,Eindhoven University of Technology,,4.7,188,https://www.coursera.org/learn/rf-mmwave-circuit-design
Introduction to Project Management,Coursera Project Network,"Leadership and Management, Planning, Project Management",4.6,1000,https://www.coursera.org/projects/introduction-project-management
MOST from a Conceptual Perspective,New York University,,,0,https://www.coursera.org/learn/most-conceptual-perspective
Learn English: Advanced Grammar and Punctuation,"University of California, Irvine",Writing,4.8,5000,https://www.coursera.org/specializations/advanced-grammar-punctuation
Excel for Beginners: Pivot Tables,Coursera Project Network,Microsoft Excel,4.6,64,https://www.coursera.org/projects/excel-for-beginners-pivot-tables
Coding Interview Preparation,Meta,"Algorithms, Computer Science, Communication, Data Structures, Javascript, Problem Solving",4.7,422,https://www.coursera.org/learn/coding-interview-preparation
Django Web Framework,Meta,"Application Development, Data Model, Django (Web Framework), Python Programming, Software Testing, Web Development",4.7,451,https://www.coursera.org/learn/django-web-framework
Developing Your Musicianship,Berklee,Training,4.8,6000,https://www.coursera.org/specializations/musicianship-specialization
Leading transformations: Manage change,Macquarie University,"Change Management, Leadership and Management, Strategy and Operations, Business Psychology, Entrepreneurship, Organizational Development, Influencing",4.7,4000,https://www.coursera.org/learn/change-management
Introduction to 3D Modeling,University of Michigan,,3.7,11,https://www.coursera.org/learn/introduction-to-3d-modeling
"Introduction to Trading, Machine Learning & GCP",Google Cloud,"Algorithms, Financial Analysis, Machine Learning, Deep Learning, Finance, Google Cloud Platform, Human Learning, Investment Management, Machine Learning Algorithms, Training, Cloud Computing",4.0,811,https://www.coursera.org/learn/introduction-trading-machine-learning-gcp
Leading Healthcare Quality and Safety,The George Washington University,Leadership and Management,4.8,2000,https://www.coursera.org/learn/quality-healthcare
Leading: Human Resource Management and Leadership,Macquarie University,"Leadership and Management, Human Resources, Strategy and Operations, Strategy, Entrepreneurship, Business Psychology, Organizational Development, People Management, Correlation And Dependence, Marketing, Business Process Management, Communication, Culture, Employee Relations, Exploratory Data Analysis, Leadership Development, People Development, Decision Making, Research and Design, Adaptability, Brand Management, Human Learning, Human Resources Operations, Conflict Management, Collaboration",4.8,4000,https://www.coursera.org/specializations/hr-management-leadership
Space Safety,Technical University of Munich (TUM),"Cybersecurity, Cyber Engineering, General Data Protection Regulation (GDPR)",4.3,6,https://www.coursera.org/learn/spacesafety
Dino 101: Dinosaur Paleobiology,University of Alberta,,4.9,4000,https://www.coursera.org/learn/dino101
Finance for Non-Financial Managers,Emory University,"Financial Analysis, Financial Modeling, General Finance",4.4,396,https://www.coursera.org/learn/finance-for-non-financial-managers
Introduction to FPGA Design for Embedded Systems,University of Colorado Boulder,Computer Engineering,4.6,1000,https://www.coursera.org/learn/intro-fpga-design-embedded-systems
Introduction to Big Data with Spark and Hadoop,IBM,"Apache Spark, Apache Hadoop, Big Data, PySpark",4.4,329,https://www.coursera.org/learn/introduction-to-big-data-with-spark-hadoop
"Capstone: Retrieving, Processing, and Visualizing Data with Python",University of Michigan,"Python (Programming Language), Data Visualization, PySpark",4.7,14000,https://www.coursera.org/learn/python-data-visualization
Industrial Biotechnology,University of Manchester,,4.7,1000,https://www.coursera.org/learn/industrial-biotech
Strategic Sales Management,Funda̤̣o Instituto de Administra̤̣o,"Sales Management, Consultative Selling, Intelligence Collection and Analysis, Marketing, Sales, Entrepreneurship, Management, Operations Management, Sales Strategy, Strategic Planning, Strategic Thinking, Account Management, Business Strategies, Customer Relationship Management, Finance, Market Analysis, Market Research, Marketing Analytics, Marketing Strategy and Techniques, Negotiation, Performance Management, Planning, Sales Engineering, Supply Chain",4.6,443,https://www.coursera.org/specializations/sales-management-bridging-gap-strategy-sales
Healthcare Marketplace,University of Minnesota,"Health Care, Market Analysis, Clinical Data Management, Health Care Administration, Innovation, Business Analysis, Critical Thinking and Problem Solving, Data Analysis, Data Management, Entrepreneurship, Health Care Procedure and Regulation, Market Research, Process Analysis, Product Development, Research and Development",4.5,4000,https://www.coursera.org/specializations/healthcare-marketplace
Understanding Plants - Part I: What a Plant Knows,Tel Aviv University,"Experimentation, Food Safety and Sanitation, Scientific Visualization",4.8,8000,https://www.coursera.org/learn/plantknows
"Excel/VBA for Creative Problem Solving, Part 1",University of Colorado Boulder,"Computer Programming, Microsoft Excel, Spreadsheets",4.8,1000,https://www.coursera.org/learn/excel-vba-for-creative-problem-solving-part-1
Politics and Economics of International Energy,Sciences Po,,4.7,7000,https://www.coursera.org/learn/global-energy
